JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
IT PROJECT MANAGER,FL,Level II,"65,832.00"
SENIOR JAVASCRIPT DEVELOPER,TX,,"101,887.00"
COMPUTER SYSTEMS ANALYSTS,MA,Level II,"77,251.00"
COMPUTER SYSTEMS ANALYSTS,MA,Level II,"72,509.00"
DIVERSITY RESEARCH SCIENTIST,CA,Level III,"137,322.00"
SENIOR SOFTWARE ENGINEER,IL,Level III,"96,658.00"
PRODUCTION SUPPORT LEAD - US,IL,Level II,36.46
TECHNICAL TEST LEAD - US - PRACTITIONER,AZ,Level II,"63,939.00"
LEAD ENGINEER,CA,Level II,"94,266.00"
ARCHITECT LEVEL 2,MA,Level II,"76,294.00"
LEAD ENGINEER,CA,Level II,"94,266.00"
SENIOR PROJECT MANAGER - US,TX,Level IV,"116,854.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
QA LEAD,IL,Level II,"67,850.00"
RESEARCH ENGINEER II,GA,Level III,"62,483.00"
SOFTWARE ENGINEER 2,KY,Level II,"67,038.00"
SENIOR RESEARCH ASSOCIATE,CA,Level II,"84,594.00"
PROGRAMMER ANALYST /HYPERION DEVELOPER,MN,Level II,"78,624.00"
DOT NET DEVELOPER,FL,Level II,"71,365.00"
DATA AND BILLING SPECIALIST,NC,Level I,"45,136.00"
VALIDATION ENGINEER,NJ,Level II,"104,395.00"
FRONT END DEVELOPER,NC,Level II,"82,202.00"
SOA DEVELOPER,OH,Level II,"86,590.00"
WEB INFRASTRUCTURE SUPPORT SPECIALIST,MA,Level II,"69,014.00"
VALIDATION ANALYST,MA,Level II,"78,166.00"
VALIDATION CONSULTANT/ENGINEER,CA,Level II,"95,555.00"
DOT NET APPLICATIONS DEVELOPER,FL,Level II,"66,102.00"
IOS DEVELOPER,PA,Level II,"87,235.00"
DEVOPS ENGINEER,OR,Level II,"85,176.00"
DOT NET DEVELOPER,CA,Level II,"110,864.00"
SALESFORCE DEVELOPER,RI,Level II,"79,082.00"
APPLICATIONS DEVELOPER,OH,Level II,"86,590.00"
SOFTWARE DEVELOPER,NY,Level II,"78,062.00"
FRONT END UI DEVELOPER,MN,Level II,"78,624.00"
REQUIREMENTS ANALYST,OH,Level II,"88,712.00"
DOT NET DEVELOPER,FL,Level II,"71,365.00"
SCRUM MASTER,IA,Level II,"77,917.00"
REPORTS DEVELOPER,NM,Level II,"74,422.00"
SALESFORCE DEVELOPER,RI,Level II,"79,082.00"
DEVOPS ENGINEER,VA,Level II,"83,366.00"
VALIDATION CONSULTANT/ENGINEER,CA,Level II,"95,555.00"
AEM ARCHITECT,MI,Level II,"68,702.00"
SOFTWARE DEVELOPER,NH,Level II,"83,824.00"
OFFICE 365 ENGINEER,AZ,Level II,"78,582.00"
APM ADMINISTRATOR,TX,Level II,"70,304.00"
SHAREPOINT DEVELOPER,CA,Level II,"98,384.00"
SSRS DEVELOPER,NC,Level II,"83,470.00"
HBASE ADMINISTRATOR,CO,Level II,"83,574.00"
SENIOR DATABASE DEVELOPER,NJ,Level III,"91,624.00"
SENIOR DATABASE DEVELOPER,NJ,Level III,"91,624.00"
JAVA DEVELOPER,PA,Level II,"87,235.00"
HADOOP ADMINISTRATOR,MN,Level II,"76,648.00"
SALESFORCE DEVELOPER,MA,Level II,"87,859.00"
REPORTS ANALYST,TX,Level II,"89,024.00"
SQL SERVER DEVELOPER,TX,Level II,"90,646.00"
SERVICENOW DEVELOPER,FL,Level II,"77,875.00"
SERVICENOW DEVELOPER,FL,Level II,"77,875.00"
SITEMINDER ADMINISTRATOR/CONSULTANT,AZ,Level II,"78,582.00"
AWS CLOUD INFRASTRUCTURE AND DEVOPS ENGINEER,VA,Level II,"83,366.00"
DWH DATA ANALYST,NC,Level II,"75,670.00"
SOFTWARE DEVELOPER,CA,Level II,"109,325.00"
SALESFORCE ADMINISTRATOR,IN,Level II,"71,240.00"
SOFTWARE DEVELOPER/DOT NET DEVELOPER,PA,Level II,"87,797.00"
SALESFORCE ADMINISTRATOR,IN,Level III,"75,296.00"
SENIOR ASSOCIATE SYSTEM ENGINEER,FL,Level II,"53,560.00"
INVESTIGATOR,MA,Level III,"73,486.00"
SENIOR UX SPECIALIST,MA,Level III,26.40
LABORATORY TECHNOLOGIST,MA,Level II,"44,262.00"
LAW CLERK,NY,Level I,"81,931.00"
ASSOCIATE,NY,Level II,"90,813.00"
DATABASE ANALYST/PROGRAMMER INTERMEDIATE,MI,Level I,"60,070.00"
ENGINEER - SOFTWARE,NJ,,"101,338.00"
"ONLINE MARKETING MANAGER, DEVELOPERS",CA,,"85,923.00"
SR SOFTWARE ENGINEER/JAVA,MA,Level II,"86,882.00"
SYSTEMS ANALYST,MA,Level I,"60,736.00"
REPORTS ANALYST/BUSINESS INTELLIGENCE DEVELOPER,MA,Level I,"62,005.00"
ENGINEER-SOFTWARE,CA,Level I,"100,277.00"
"DWH PLATFORM ENGINEER, ANALYST",NJ,Level III,"84,843.00"
AVP; SR. ANALYST - APPS PROG,NC,Level II,"77,168.00"
IOS DEVELOPER,MA,Level I,"69,160.00"
STAFF MANUFACTURING ENGINEER,CA,Level II,"81,432.00"
SERVICENOW DEVELOPER,MA,Level I,"69,160.00"
HR TRAINING AND DEVELOPMENT MANAGER,NE,Level I,"61,672.00"
PRODUCT APPLICATIONS ENGINEER,CO,Level I,"58,843.00"
REGULATORY SPECIALIST II,CA,Level I,"78,520.00"
COMPUTER PROGRAMMER,TX,Level I,"45,011.00"
PROGRAMMER ANALYST,MA,Level I,"69,160.00"
RUBY ON RAILS DEVELOPER,MA,Level I,"69,160.00"
SALESFORCE ANALYST,MA,Level I,"69,160.00"
PROGRAMMER ANALYST,MA,Level I,"69,160.00"
ENGINEER-SERVICES SOFTWARE,TX,,"69,723.00"
SOFTWARE ENGINEER 2,CA,,"99,760.00"
VP; TECH MANAGER - SYS OPS MAIN & MID,CA,Level II,"104,770.00"
ASSISTANT VICE PRESIDENT; PROGRAMMER PROF MKTS,NY,Level II,"91,562.00"
AVP; PROGRAMMER PROF MKTS,NY,Level II,"91,562.00"
ASSISTANT RESEARCH SCIENTIST,AZ,Level I,"40,810.00"
OFFICER; PROGRAMMER MKTS,NY,Level I,"72,010.00"
TRANSPORTATION ANALYST,NY,Level I,"63,752.00"
SYSTEMS ANALYST,MA,Level I,"60,736.00"
SYSTEMS ANALYST,MA,Level I,"60,736.00"
POSTDOCTORAL SCHOLAR EMPLOYEE,CA,,"43,692.00"
ASSISTANT PROJECT SCIENTIST,CA,Level I,"54,226.00"
QA LEAD,MA,Level I,"63,398.00"
RESIDENT PHYSICIAN,MA,,"56,054.00"
SR. DATA SCIENTIST,CA,Level III,"154,170.00"
PROGRAMMER ANALYST,MA,Level II,"83,512.00"
AVP; SR. ANALYST - APPS PROG,CA,Level II,"98,987.00"
SYSTEMS ANALYST,MA,Level I,"63,440.00"
UI DEVELOPER,MA,Level I,"66,269.00"
TECHNOLOGY LEAD,CA,Level II,"95,306.00"
PROJECT AND RESEARCH SCIENTIST,MD,Level III,"64,459.00"
JAVA DEVELOPER,MA,Level I,"66,269.00"
ASSISTANT PROFESSOR,WV,Level I,"56,460.00"
AVP; PROGRAMMER MKTS,IL,Level II,"71,843.00"
APPLICATION SYSTEM PROGRAMMER,MA,Level I,"66,269.00"
"RESEARCH SCIENTIST, CORE DATA SCIENTIST",CA,,"122,162.00"
SOLUTIONS ARCHITECT,CO,Level III,"106,808.00"
SALESFORCE BUSINESS ANALYST,MA,Level I,"63,440.00"
ASSOCIATE,NY,Level I,"65,749.00"
DEVELOPER - ERP APPLICATION,MA,Level I,"50,586.00"
ASSOCIATE,NY,Level II,"95,160.00"
SOFTWARE ENGINEER,CA,Level I,"75,941.00"
AVP - COMPLIANCE QUANTITATIVE OPERATIONS ASSOCIATE,NC,Level I,"43,618.00"
CLINICAL ASSISTANT PROFESSOR,MI,Level II,"139,307.00"
ASSISTANT VICE PRESIDENT; SR. ANALYST - APPS PROG,CA,Level II,"98,987.00"
SR. REGULATORY AFFAIRS ANALYST,NJ,Level II,"65,624.00"
"ENGINEER, PROCESS ENGINEERING",NY,Level I,"55,432.00"
ASSISTANT PROJECT SCIENTIST,CA,Level I,"50,627.00"
SOLUTIONS ARCHITECT,CA,Level III,"142,938.00"
ASSISTANT PROJECT SCIENTIST,CA,Level I,"48,006.00"
PL/SQL DEVELOPLER 1,PA,Level II,"67,184.00"
DESIGN ENGINEER,CA,,"66,900.00"
COMPUTER PROGRAMMER,TX,Level II,"67,891.00"
SOFTWARE DEVELOPER,NJ,Level I,"70,221.00"
QA ANALYST,NJ,Level I,"53,165.00"
SOFTWARE ENGINEER,NY,,"124,295.00"
SVT/PV ENGINEER 2,WA,Level I,"26,894.00"
POSTDOCTORAL ASSOCIATE,NY,Level I,"43,701.00"
ASSOCIATE,NY,Level II,"90,813.00"
SOFTWARE ENGINEER,CA,,"160,196.00"
SENIOR MANAGER E3 STRATEGY & FINANCE MBA PROGRAM,CA,Level II,"82,763.00"
SOLUTIONS ARCHITECT,GA,Level III,"95,451.00"
POSTDOCTORAL RESEARCH ASSOCIATE,UT,Level I,"38,667.00"
ASSISTANT PROJECT SCIENTIST,CA,Level I,"45,302.00"
ASSISTANT VICE PRESIDENT; PROGRAMMER MARKETS,NY,Level II,"69,701.00"
MANAGING DIRECTOR; CIG SR WHOLE LOAN PORTFLO MGR,CA,Level II,"62,213.00"
RESEARCH TECHNICIAN,AZ,Level I,19.41
TECHNICAL SOURCER,CA,Level II,"74,048.00"
AO/RESEARCH ASSOCIATE,NY,Level II,"85,155.00"
SOFTWARE VALIDATION ENGINEER,MI,Level II,"68,702.00"
POSTDOCTORAL RESEARCH FELLOW,MI,Level I,"55,994.00"
"PROGRAMMER, BANKING DIVISION",NY,Level I,"66,040.00"
SENIOR ASIC/LAYOUT DESIGN ENGINEER,CO,,"104,313.00"
JAVA/J2EE ANGULAR JS DEVELOPER,MA,Level II,"84,427.00"
WEBSPHERE ADMINISTRATOR,MA,Level II,"78,166.00"
SOFTWARE DEVELOPER/DOT NET,IL,Level II,"83,595.00"
ASSOCIATE PRINCIPLE ENGINEER,NJ,Level II,"96,824.00"
MARKETING SPECIALIST,CA,Level II,"85,051.00"
VALIDATION CONSULTANT/ENGINEER,CA,Level II,"89,731.00"
"SENIOR PACKAGING ENGINEER, GLOBAL BISCUIT PACKAGING",NJ,Level II,"96,824.00"
SOFTWARE DEVELOPER,CO,Level II,"89,502.00"
AUTOMATION ENGINEER,WA,Level II,"77,854.00"
SOFTWARE DEVELOPER,NJ,Level I,"71,510.00"
DOT NET DEVELOPER,IA,Level II,"74,568.00"
SENIOR RESEARCH ASSOCIATE,NY,Level III,"133,141.00"
MICROSERVICE DEVELOPER,FL,Level II,"66,643.00"
SOFTWARE ENGINEER,CA,Level I,"82,930.00"
PROJECT LEAD,CA,Level I,39.87
DATA ANALYST,TX,Level I,"73,507.00"
SOFTWARE DEVELOPER IV,CA,Level II,"110,864.00"
CAE ENGINEER,MI,Level III,"91,458.00"
FOREIGN LANGUAGE INSTRUCTOR,CA,Level I,"49,150.00"
NETWORK ENGINEER,VA,Level II,"83,366.00"
SOFTWARE DEVELOPER,MO,Level II,"76,544.00"
SOFTWARE DEVELOPER,RI,Level II,"79,082.00"
SOLUTIONS DEVELOPER,RI,Level II,"79,082.00"
JAVA DEVELOPER,AR,Level II,"77,002.00"
SOFTWARE DEVELOPER,MO,Level II,"76,544.00"
FRONT END DEVELOPER,NC,Level II,"82,202.00"
OFFICER; TECH PROG ASSOCIATE,TX,Level II,"90,002.00"
SYSTEM ADMIN,TX,Level I,"60,674.00"
SOFTWARE ENGINEER,MA,Level II,"87,859.00"
AVP; TECH PROG ASSOCIATE,NY,,"94,658.00"
QUALITY ENGINEER I,TX,Level I,"69,846.00"
FIN SYS ANALYST I,AL,Level I,"41,163.00"
"PROGRAM MANAGER, SUPPLY CHAIN",CA,Level III,"111,509.00"
FIN SYS ANALYST I,AL,Level I,"41,163.00"
INTERNAL MEDICINE PHYSICIAN,NE,Level III,"189,218.00"
SOFTWARE ENGINEER,CA,Level IV,"174,117.00"
FIELD ENGINEER,LA,Level III,"58,302.00"
VICE PRESIDENT; INVESTMENT BANKING I,NY,Level III,"133,141.00"
SOFTWARE DEVELOPER,NC,Level II,"76,960.00"
APPLICATION ENGINEER,WI,Level II,"73,362.00"
LEAD INTEGRATION ENGINEER,CA,Level IV,"118,206.00"
SENIOR SOFTWARE DEVELOPMENT ENGINEER,GA,Level III,"103,688.00"
SOFTWARE ENGINEERING SR. MANAGER,CA,Level II,"161,845.00"
"MANAGER, PROFESSIONAL (SOFTWARE) SERVICES",MA,Level IV,"113,589.00"
VISITING ASSOCIATE,MD,Level I,"42,328.00"
SR. SOLUTIONS CONSULTANT,CA,Level IV,"157,706.00"
APPLICATIONS ENGINEER,CA,Level II,"109,242.00"
SOFTWARE ENGINEER SENIOR STAFF,CA,Level III,"141,898.00"
SENIOR DATABASE ADMINISTRATOR,VA,Level IV,"123,552.00"
IT SYSTEMS ANALYST,PA,,"96,217.00"
SR. ACTIVE DIRECTORY INFRASTRUCTURE ENGINEER (15-1199.02),CA,Level IV,"111,426.00"
SENIOR PERFORMANCE ENGINEER,FL,Level IV,"110,178.00"
VICE PRESIDENT BUSINESS DEVELOPMENT,CO,Level IV,"181,480.00"
PRINCIPAL SYSTEMS ENGINEER,MA,Level IV,"131,456.00"
ARTIFICIAL INTELLIGENCE CHATBOT ENGINEER,IL,Level III,"92,394.00"
SCIENTIST II,MA,Level I,"49,005.00"
ENGINEERING MANAGER,MI,,"111,100.00"
SOLUTION ENGINEER,GA,Level II,"84,240.00"
SR. TECHNICAL PRODUCT OWNER,FL,Level II,"106,080.00"
INTERACTION DESIGNER,WA,Level III,"62,254.00"
PROJECT MANAGER,CA,Level III,"104,853.00"
ELECTRICAL ENGINEER,MA,Level II,"96,574.00"
SOLUTIONS CONSULTANT 1615.24216,CA,Level III,"132,184.00"
LEAD ENGINEER,CA,Level IV,"147,181.00"
PROJECT SCHEDULER,DC,Level III,47.26
"MANAGER, IMPLEMENTATION",IL,Level III,"121,410.00"
COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,NC,Level II,"63,544.00"
SENIOR SOFTWARE ENGINEER,CA,Level III,"104,770.00"
SENIOR SOFTWARE ENGINEER,CA,Level III,"125,112.00"
SENIOR DEVELOPMENT MANAGER,TX,Level III,"104,790.00"
DEVELOPER ADVISOR,VA,,"100,200.00"
SYSTEMS ANALYST (INTERNALLY: PRACTICE TECHNICAL LEAD),CA,Level II,"103,064.00"
"ASSISTANT VICE PRESIDENT, PROGRAMMER PROF MKTS",NC,Level IV,"123,115.00"
ADVANCED DIFFRACTION GROUP LEADER,TN,Level IV,"102,211.00"
LOAN ORIGINATOR,NY,Level II,"84,718.00"
"SR. DEVELOPER, BUSINESS TECHNOLOGY SOLUTIONS",FL,Level III,"91,645.00"
SOFTWARE PROGRAMMER,GA,Level II,"71,739.00"
SOFTWARE PROGRAMMER,GA,Level II,"71,739.00"
SENIOR SOFTWARE ENGINEER,AR,Level III,"90,917.00"
ASSURANCE ASSOCIATE,CA,Level I,"61,110.00"
SENIOR ASSOCIATE,NJ,Level II,"96,366.00"
"SENIOR ADVISOR, IT NETWORK DEVELOPMENT",TX,,"110,016.00"
SENIOR TECHNICAL ARCHITECT,PA,Level III,"106,475.00"
PRINCIPAL STATISTICAL PROGRAMMER,IL,Level III,"103,626.00"
ASSURANCE MANAGER,CA,Level III,"92,206.00"
VERIFICATION ENGINEER,MI,Level III,"89,814.00"
SOFTWARE ENGINEER IV,CA,Level II,"95,638.00"
SENIOR SOFTWARE DEVELOP ENGINEER,NC,Level II,"89,898.00"
ADVISORY SENIOR CONSULTANT,CA,Level II,"76,211.00"
ASSISTANT PROFESSOR,MA,Level I,"77,000.00"
ENTERPRISE ARCHITECT,GA,Level IV,"125,320.00"
PUBLIC RELATIONS SPECIALIST,NY,Level III,"75,213.00"
APPLICATION DEVELOPER 2,CO,Level II,"87,173.00"
"PRODUCT, MANAGER",CA,Level III,"169,998.00"
MANAGER - QUALITY ASSURANCE,UT,Level IV,"93,309.00"
SOFTWARE ENGINEER,TX,Level II,"88,483.00"
SR. LEAD - QUALITY ASSURANCE & DOMAIN,UT,Level IV,"93,309.00"
SOFTWARE ENGINEER,MD,Level II,"104,083.00"
BUSINESS ANALYST II,CA,,"81,427.00"
SENIOR SOFTWARE ENGINEER,MN,Level III,"94,058.00"
OBIEE REPORT DEVELOPER,FL,Level II,"72,966.00"
LEAD - QUALITY ASSURANCE,UT,Level III,"77,854.00"
TECHNICAL PROGRAM MANAGER,CA,Level IV,"144,726.00"
ASSOCIATE PROJECT MANAGER,GA,Level I,"73,174.00"
MANAGER-PHARMACY SERVICES,MO,Level III,60.71
"DEVELOPER JAVA, SR.",TX,,"95,100.00"
WEB DEVELOPMENT DEVELOPER SENIOR,CA,Level II,"99,320.00"
SENIOR CONSULTANT,CA,Level II,"74,256.00"
"SENIOR IMPLEMENTATION MANAGER, TRANSACTION BANKING",NY,Level IV,"121,222.00"
CYBER SECURITY BUSINESS ANALYST COE MANAGER,CA,Level IV,"148,803.00"
STAFF SCIENTIST,MO,Level II,"55,578.00"
DEVELOPER,TX,Level III,"86,403.00"
SOFTWARE DEVELOPMENT ENGINEER,WA,Level II,"113,318.00"
SOFTWARE ENGINEER - INTERMEDIATE,PA,Level II,"68,453.00"
SENIOR CONSULTANT,WV,Level II,"44,304.00"
TEST ANALYST,CO,Level II,"87,173.00"
APPLICATION DEVELOPER III,MI,Level II,"80,704.00"
PHARMACY MANAGER,WA,Level III,"131,269.00"
PROGRAM MANAGER,CA,Level II,"103,168.00"
DATA WAREHOUSE AND BUSINESS INTELLIGENCE PLATFORM ENGINEER,NJ,,"104,551.00"
TECHNICAL LEAD,WA,Level II,"70,782.00"
SOFTWARE ENGINEERING - LEAD ENGINEER,TX,Level III,"105,435.00"
TAX MANAGER,CA,Level IV,"117,312.00"
STAFF SW ENGINEER,CA,,"128,787.00"
IT SYSTEMS ENGINEER,OH,Level III,"91,770.00"
SENIOR RESEARCH SCIENTIST,NY,Level III,52.40
CLINICAL PRACTICE PHYSICIAN,VT,Level I,"47,090.00"
QA TESTER,IL,Level II,"85,134.00"
"ASSOCIATE MANAGER, ADVANCED OPERATIONS",NJ,,"108,400.00"
SOFTWARE DEVELOPMENT SENIOR SPECIALIST,PA,,"105,814.00"
GRAPHIC DESIGNER,TX,Level I,15.06
"TECHNICAL PROGRAM MANAGER, DATA SECURITY",CA,Level III,"118,394.00"
SOFTWARE ENGINEER (1615.20651),CA,Level II,"109,242.00"
ASSISTANT PROFESSOR IN NANOSCIENCE PHYSICS,AR,Level II,"55,373.00"
DATA WAREHOUSE ADMINISTRATOR,TN,Level I,"48,859.00"
PRODUCT OWNER,IL,Level III,"73,798.00"
ORACLE FUNCTIONAL ANALYST,WA,Level III,"120,307.00"
REAL ESTATE ANALYST,NY,Level I,"74,797.00"
LEAD - QUALITY ASSURANCE,UT,Level III,"77,854.00"
CORP. VALUE CONSULTING - SR. ASSOCIATE,NY,,"80,762.00"
DIRECTOR OF SOFTWARE ENGINEERING COLLECTIVE INTELLIGENCE,CA,Level IV,"174,117.00"
SYSTEMS ENGINEER III,NC,Level III,"108,888.00"
QUALITY ENGINEER II,IN,Level II,"71,718.00"
SOFTWARE ENGINEER,NY,Level I,"75,130.00"
ARCHITECT/ENGINEER I - HYDRAULICS,VA,Level II,"53,664.00"
"SENIOR ANALYST, IDENTITY AND ACCESS MANAGEMENT",FL,Level II,"72,966.00"
SENIOR DEVELOPER - SERVICES AND INTEGRATION,CA,,"123,100.00"
SENIOR PROJECT MANAGER (IT PROJECT MANAGER),FL,Level IV,"100,256.00"
IT PROJECT SENIOR CONSULTANT,PA,Level III,"99,154.00"
"MANAGER II, WORKFORCE",IL,Level II,"81,328.00"
"SENIOR ASSOCIATE, SYSTEMS ANALYSIS",IL,Level II,"85,134.00"
SENIOR CONSULTANT,PA,Level II,"75,192.00"
SENIOR LEARNING TECHNOLOGY SPECIALIST,WI,Level II,"76,669.00"
CREDIT PORTFOLIO GROUP MANAGER,NY,Level IV,"123,011.00"
PRINCIPAL SOFTWARE ENGINEER - IT,MA,,"112,950.00"
GLOBAL CHIEF BRANDSAFETY&US CHIEF DIGITAL&INNOVATIONOFFICER,NY,Level IV,"218,920.00"
ASSOCIATE ATTORNEY,CA,Level I,44.74
SOFTWARE DEVELOPER,TX,Level I,"77,189.00"
IT CONSULTANT,CA,Level II,44.75
ASSOCIATE SPECIALIST-QC/QA ANALYST,CA,Level II,"94,266.00"
SYSTEM ENGINEER,MS,Level II,"70,512.00"
DATAPOWER DEVELOPER,NC,Level III,"99,029.00"
SOFTWARE DEVELOPER,CA,Level III,"111,280.00"
APPLICATION DEVELOPER,TX,Level III,"109,886.00"
DATA ENGINEER,NC,Level III,"94,203.00"
APPLICATION DEVELOPER,NY,Level II,"96,366.00"
SYSTEM ARCHITECT - IV,TX,Level IV,"116,854.00"
SR. SOFTWARE DEVELOPER,MI,Level III,45.17
ASSOCIATE VETERINARIAN,CA,Level II,"90,147.00"
BUSINESS ANALYST,NY,Level II,"93,642.00"
PROGRAMMER ANALYST,TX,Level II,"81,598.00"
SOFTWARE QUALITY ASSURANCE ENGINEER,MO,Level II,"69,368.00"
RESEARCH ASSOCIATE,NY,Level II,"63,502.00"
CONTROLS SYSTEM ENGINEER,MI,Level III,"89,461.00"
SENIOR JAVA/J2EE DEVELOPER,CA,Level II,"121,077.00"
SOFTWARE ENGINEER,TX,Level III,50.69
PRODUCT/TEST ENGINEER,TX,Level I,"79,872.00"
COMPUTER SYSTEMS ANALYST,TX,Level II,"80,850.00"
SOFTWARE DEVELOPER,TX,Level III,"109,886.00"
SENIOR SOLUTION SPECIALIST,FL,Level II,"76,170.00"
SENIOR SYSTEMS ANALYST,NY,Level II,"96,366.00"
SOFTWARE DATA ENGINEER II,WA,Level III,"120,307.00"
BUSINESS ANALYST,VA,Level II,45.16
OPERATIONS AND FINANCE ANALYST,FL,Level II,"62,816.00"
LEAD ENGINEER - MECHANICAL ENGINEERING,TX,Level II,"92,456.00"
COMPUTER SYSTEMS ANALYSTS,FL,Level II,"68,890.00"
RESEARCH ASSOCIATE,OH,Level I,"40,893.00"
SENIOR TEAM LEAD,CA,Level II,"121,077.00"
APPLICATION TEST DEVELOPER 2,FL,Level II,"73,112.00"
PROGRAMMER ANALYST,CT,Level III,"100,464.00"
ENGINEER 4,PA,,"106,936.00"
WINDCHILL TECHNICAL ANALYST,IN,Level III,"84,365.00"
ATTORNEY,NY,Level III,"179,462.00"
SOFTWARE ENGINEER,NY,Level II,"96,366.00"
TECHNOLOGY ARCHITECT - US,TX,Level III,"98,925.00"
SENIOR APPLICATION DEVELOPER,CA,Level III,"111,280.00"
ALGORITHM ARCHITECT- VEHICLE CONTROLS,MI,Level III,"89,461.00"
"TECHNOLOGY CONSULTANT, CLOUD INTEGRATION",TX,,"94,439.00"
IT QUALITY CONSULTANT (20012.2583),MN,Level III,"79,102.00"
SMTS DESIGN ENGINEER,TX,Level IV,"140,962.00"
PROGRAMMER ANALYST,CA,Level III,"118,019.00"
SENIOR SOFTWARE DEVELOPER,NC,Level III,"105,893.00"
SOFTWARE TEST ENGINEER,CA,Level II,"84,406.00"
IT PROJECT LEAD,MA,Level IV,"91,270.00"
ADVISORY SENIOR ASSOCIATE,TX,Level II,"93,538.00"
PRODUCT ENGINEERING DIRECTOR,CA,,"155,261.00"
STAFF SOFTWARE TEST ENGINEER,CA,Level II,"121,077.00"
ASSOCIATE PROFESSOR,GA,Level II,"58,380.00"
"MANAGER, CORPORATE COMMUNICATIONS & BRAND PR",NY,Level IV,"93,496.00"
PRINCIPAL SYSTEMS ENGINEER,CA,Level II,"121,077.00"
"ASSOCIATE, LEAD SUPPORT ANALYST",NY,Level III,"117,624.00"
COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2,TN,Level II,"51,958.00"
COMPUTER PROGRAMMER / CONFIGURER 3,MN,Level III,"89,773.00"
COMPUTER SYSTEMS ANALYST 3,MA,Level III,"97,594.00"
DATA APPLICATIONS ENGINEER,NY,Level III,"117,624.00"
TECHNICAL ARCHITECT,NC,Level II,"91,416.00"
BIOSTATISTICIAN,CT,Level I,"49,816.00"
MEDICAL LABORATORY SCIENTIST,NM,Level II,21.16
PROFESSIONAL QUALITY,IL,Level II,"62,234.00"
APPLIED POST-DOCTORAL FELLOW,FL,Level IV,"51,854.00"
SOFTWARE DEVELOPMENT ENGINEER,WA,Level II,"113,318.00"
SYSTEMS ANALYST- JIRA,NY,Level II,"93,642.00"
SENIOR SAP APPLICATION DEVELOPER,MA,Level III,"103,501.00"
DEVELOPER,IL,Level II,"68,266.00"
PRINCIPAL QUALITY ASSURANCE ENGINEER,MA,Level IV,"113,589.00"
SOFTWARE ENGINEERING SMTS,CA,Level III,"147,597.00"
ASSISTANT POSTDOCTORAL RESEARCHER,HI,Level I,24.00
SAP TECHNICAL CONSULTANT,CA,Level II,"97,760.00"
MARKETING MANAGER,FL,,"121,060.00"
SENIOR GLOBAL MEDICAL AFFAIRS LEADER,MD,Level IV,"136,906.00"
DEVELOPER IV,NE,Level IV,"102,565.00"
STRATEGIC ACCOUNT EXECUTIVE,CA,Level IV,"188,136.00"
TECHNICAL ARCHITECT,NC,Level II,"88,670.00"
VICE PRESIDENT / TEAM LEAD - APPS DEV PROG,NC,Level IV,"123,115.00"
"ASSISTANT VICE PRESIDENT, ASD PROFESSIONAL MKTS",IL,Level III,"96,658.00"
PROGRAM MANAGER II,WA,Level II,"80,413.00"
CONSTRUCTORS,FL,Level I,809.00
CONSTRUCTORS,FL,Level I,679.00
SOFTWARE DEVELOPMENT ENGINEER II,CA,Level II,"121,077.00"
PRODUCT MANAGER III - TECHNICAL,CA,Level II,"125,736.00"
QC ASSOCIATE (19-1029.02),CA,Level II,"67,766.00"
ACCOUNTANT 1615.42193,CA,Level III,"97,906.00"
LEAD SYSTEM SPECIALIST,CA,Level III,"111,280.00"
TECHNICAL LEAD,TX,Level II,"80,974.00"
ITS ASST. VICE PRESIDENT INFORMATION MANAGEMENT,NJ,Level II,"157,186.00"
"POSTDOCTORAL ASSOCIATE, CHEMICAL AND BIOLOGICAL ENGINEERING",CO,Level I,"40,768.00"
SENIOR DEVELOPER,IL,,"100,400.00"
"STAFF ENGINEER, SOFTWARE",CA,Level III,"147,597.00"
SENIOR TECHNICAL LEAD,CA,Level II,"121,077.00"
TECHNICAL LEAD,CA,Level II,"121,077.00"
TECHNICAL LEAD,CA,Level II,"121,077.00"
SAP SOLUTION ARCHITECT,OH,Level IV,"106,704.00"
SENIOR APPLICATIONS DEVELOPER,CA,,"81,638.05"
SYSTEMS ENGINEER,CA,Level II,"121,077.00"
BIG DATA ENGINEER,CA,Level II,"121,077.00"
ASSOCIATE,FL,Level II,"64,085.00"
CONSTRUCTION MANAGER,CA,Level I,37.66
POSTDOCTORAL FELLOW,TX,Level I,"38,875.00"
PHYSICAL DESIGN ENGINEER,CA,Level II,"106,579.00"
BI ANALYST,VA,Level II,36.32
ASSISTANT PROFESSOR,AZ,Level I,"38,830.00"
SOFTWARE ENGINEER,CA,Level IV,"157,706.00"
LOAN OFFICER,CA,Level II,28.49
TEST ANALYST,PA,Level II,"74,256.00"
SENIOR WEB PHOTO ART DIRECTOR,PA,Level IV,"102,835.00"
SOLUTIONS ARCHITECT,NC,Level IV,"112,258.00"
