TITLE,STATE,LEVEL,WAGE
Assistant Professor,TX,Level I,"35,651.00"
Research Associate,KS,Level II,"65,603.00"
Software Engineer/Developer,NJ,Level II,"92,768.00"
Project Manager,GA,Level I,"38,043.00"
Analyst,OH,Level II,"74,755.00"
Analyst,NY,Level I,"69,389.00"
Software Engineer/Developer,CO,Level III,"99,528.00"
Software Engineer/Developer,TN,Level II,"60,000.00"
Technical Lead,PA,Level III,"73,694.00"
Postdoctoral Fellow,MD,Level I,"51,397.00"
Research Associate,IL,Level I,"43,888.00"
Software Engineer/Developer,NJ,Level II,"92,768.00"
Assistant Professor,WI,Level I,"43,050.00"
Research Associate,TX,Level I,"41,766.00"
Architect,CA,Level II,"109,242.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Architect,IL,Level IV,"123,365.00"
Consultant,OH,Level II,"87,693.00"
Consultant,FL,Level II,"72,966.00"
Analyst,CA,Level III,"125,944.00"
Software Engineer/Developer,ID,Level IV,"105,726.00"
Software Engineer/Developer,CA,Level IV,"157,706.00"
Architect,FL,Level III,"91,645.00"
Assistant Professor,CT,Level II,"96,096.00"
Research Associate,NY,Level II,"83,866.00"
Analyst,MA,Level II,"78,666.00"
Software Engineer/Developer,WA,Level I,"87,922.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,IL,Level IV,"109,200.00"
Technical Lead,NJ,Level II,"80,142.00"
Consultant,AL,Level II,"58,718.00"
Research Associate,NY,Level II,"104,208.00"
Analyst,TX,Level II,"77,397.00"
Analyst,OR,Level II,"76,544.00"
Manager,MA,Level II,"57,221.00"
Research Associate,TX,Level II,"93,538.00"
Manager,CA,Level IV,"131,144.00"
Project Manager,NJ,Level IV,"121,222.00"
Architect,AR,Level III,"85,280.00"
Software Engineer/Developer,WA,Level IV,"154,315.00"
Assistant Professor,NC,Level IV,"217,510.00"
Software Engineer/Developer,RI,Level II,"62,754.00"
Analyst,OH,Level II,"64,979.00"
Architect,CA,Level II,"63,232.00"
Manager,NY,Level III,"103,043.00"
Software Engineer/Developer,FL,Level III,"105,477.00"
Manager,NY,Level III,"146,744.00"
Consultant,PA,Level II,"86,445.00"
Consultant,NY,Level II,"82,014.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Manager,NY,Level IV,"121,222.00"
Research Associate,KY,Level I,"58,011.00"
Assistant Professor,AZ,Level I,"48,580.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Technical Lead,TX,Level III,"86,403.00"
Postdoctoral Fellow,MD,Level I,"42,328.00"
Research Associate,KY,Level II,"76,149.00"
Associate,MD,Level II,"91,062.00"
Software Engineer/Developer,NE,Level III,"89,024.00"
Physical Therapist,VA,Level II,"115,690.00"
Physical Therapist,TX,Level I,"67,226.00"
Technical Lead,CA,Level III,"130,333.00"
Software Engineer/Developer,CA,Level II,"96,346.00"
Software Engineer/Developer,CA,Level II,"106,434.00"
Software Engineer/Developer,CA,Level III,"126,027.00"
Project Manager,IL,Level II,"81,328.00"
Software Engineer/Developer,IL,Level III,"96,658.00"
Software Engineer/Developer,IL,Level II,"75,837.00"
Architect,NJ,Level III,"97,843.00"
Software Engineer/Developer,MI,Level IV,"106,517.00"
Software Engineer/Developer,OH,Level II,"77,189.00"
Software Engineer/Developer,CA,Level IV,"131,144.00"
Accountant,CA,Level III,"92,206.00"
Manager,NJ,Level IV,"132,766.00"
Software Engineer/Developer,TX,Level III,"98,925.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Software Engineer/Developer,WA,Level IV,"107,120.00"
Software Engineer/Developer,IL,Level II,"77,189.00"
Project Manager,MA,Level I,"75,400.00"
Manager,NC,Level IV,"111,571.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Technical Lead,GA,Level III,"90,397.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Analyst,CA,Level II,"99,320.00"
Consultant,PA,Level II,"75,192.00"
Software Engineer/Developer,MI,Level I,"62,296.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Software Engineer/Developer,MA,Level IV,"122,283.00"
Architect,WA,Level III,"75,774.00"
Software Engineer/Developer,MA,Level III,"108,056.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,VA,Level II,"84,282.00"
Manager,NY,Level I,"122,408.00"
Software Engineer/Developer,CA,Level III,"126,027.00"
Architect,KY,Level IV,"94,432.00"
Software Engineer/Developer,CA,Level II,"106,434.00"
Software Engineer/Developer,CA,Level II,"119,101.00"
Project Manager,CA,Level IV,"116,854.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Analyst,NY,Level II,"106,371.00"
Technical Lead,IL,Level II,"80,912.00"
Manager,NJ,Level IV,"138,861.00"
Project Manager,NM,Level III,"125,424.00"
Project Manager,MO,Level IV,"99,362.00"
Research Associate,MI,Level I,"38,646.00"
Software Engineer/Developer,CA,Level II,"86,320.00"
Architect,GA,Level II,"72,301.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,WA,Level III,"113,298.00"
Software Engineer/Developer,WA,Level II,"74,048.00"
Architect,TX,Level III,"98,925.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Accountant,WA,Level III,"87,506.00"
Software Engineer/Developer,TX,Level I,"63,045.00"
Software Engineer/Developer,WA,Level II,"109,678.00"
Accountant,TX,Level II,"70,658.00"
Accountant,FL,Level IV,"83,720.00"
Project Manager,WA,Level III,"113,298.00"
Software Engineer/Developer,ND,Level I,"44,741.00"
Technical Lead,WA,Level II,"133,702.00"
Software Engineer/Developer,TX,Level I,"63,045.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,WA,Level II,"109,678.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level I,"64,501.00"
Software Engineer/Developer,VA,Level II,"84,219.00"
Architect,VA,Level II,"103,584.00"
Accountant,IN,Level I,"40,498.00"
Accountant,TN,Level III,"66,352.00"
Accountant,GA,Level III,"77,376.00"
Accountant,AL,Level III,"70,616.00"
Accountant,TN,Level III,"71,552.00"
Accountant,PA,Level II,"66,102.00"
Accountant,NJ,Level II,"68,869.00"
Accountant,MI,Level II,"62,816.00"
Technical Lead,NY,Level III,"122,117.00"
Accountant,CT,Level I,"58,053.00"
Analyst,NC,Level II,"78,978.00"
Manager,AZ,Level III,"89,523.00"
Software Engineer/Developer,MN,Level II,"75,816.00"
Manager,AZ,Level III,"89,523.00"
Manager,IL,Level III,"88,608.00"
Analyst,IL,Level II,"76,502.00"
Analyst,WA,Level II,"85,342.00"
Software Engineer/Developer,VA,Level II,"84,282.00"
Project Manager,GA,Level III,"104,790.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Assistant Professor,IA,Level III,"179,520.00"
Software Engineer/Developer,OK,Level II,"63,440.00"
Consultant,FL,Level II,"73,736.00"
Software Engineer/Developer,CA,Level II,"99,320.00"
Software Engineer/Developer,PA,Level III,"106,475.00"
Architect,MO,Level III,"100,880.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Manager,DC,Level III,"98,946.00"
Software Engineer/Developer,OH,Level II,"87,693.00"
Software Engineer/Developer,NY,Level II,"68,474.00"
Research Associate,NE,Level I,"42,120.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,AZ,Level III,"81,266.00"
Software Engineer/Developer,NJ,Level II,"70,346.00"
Analyst,GA,Level II,"73,944.00"
Manager,NY,Level IV,"128,856.00"
Software Engineer/Developer,NY,Level IV,"138,861.00"
Software Engineer/Developer,NY,Level IV,"144,518.00"
Consultant,CA,Level II,"72,904.00"
Software Engineer/Developer,FL,Level III,"87,693.00"
Research Associate,NJ,Level I,"39,000.00"
Consultant,GA,Level II,"84,240.00"
Project Manager,IL,Level III,"106,517.00"
Assistant Professor,LA,Level II,"76,760.00"
Research Associate,MA,Level I,"50,627.00"
Manager,NY,Level III,"121,784.00"
Project Manager,NY,Level IV,"144,518.00"
Analyst,FL,Level III,"80,829.00"
Research Associate,NY,Level II,"66,248.00"
Analyst,IL,Level II,"75,837.00"
Software Engineer/Developer,CA,Level IV,"131,144.00"
Manager,NY,Level III,"106,350.00"
Project Manager,MI,Level IV,"126,298.00"
Research Associate,NJ,Level II,"93,746.00"
Software Engineer/Developer,CA,Level IV,"164,674.00"
Research Associate,TX,Level I,"30,139.00"
Accountant,CA,Level III,"92,206.00"
Software Engineer/Developer,GA,Level III,"104,790.00"
Research Associate,IL,Level I,"61,360.00"
Software Engineer/Developer,UT,Level II,"80,330.00"
Physical Therapist,OK,Level II,"79,498.00"
Software Engineer/Developer,MN,Level II,"78,166.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Software Engineer/Developer,CA,Level II,"99,320.00"
Software Engineer/Developer,MN,Level II,"78,166.00"
Software Engineer/Developer,MO,Level II,"85,925.00"
Associate,NY,Level II,"130,686.00"
Software Engineer/Developer,VA,Level II,"96,554.00"
Software Engineer/Developer,CA,Level II,"84,885.00"
Software Engineer/Developer,MI,Level IV,"112,216.00"
Project Manager,CA,Level II,"109,242.00"
Project Manager,TX,Level II,"113,381.00"
Software Engineer/Developer,OH,Level II,"77,189.00"
Consultant,MA,Level IV,"122,283.00"
Manager,CT,Level II,"77,126.00"
Project Manager,CA,Level II,"70,845.00"
Project Manager,NC,Level III,"105,893.00"
Accountant,SC,Level III,"69,451.00"
Technical Lead,CT,Level II,"82,909.00"
Manager,NJ,Level III,"114,754.00"
Manager,CA,Level III,"94,016.00"
Analyst,TX,Level II,"77,064.00"
Manager,CT,Level III,"94,390.00"
Analyst,TN,Level II,"51,646.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Analyst,NJ,Level II,"70,200.00"
Associate,MA,Level II,"81,037.00"
Consultant,MN,Level II,"77,542.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Analyst,PA,Level II,"90,646.00"
Assistant Professor,AL,Level I,"43,740.00"
Assistant Professor,AL,Level I,"43,740.00"
Project Manager,NC,Level IV,"113,714.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Research Associate,TN,Level II,"48,568.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,VA,Level III,"114,982.00"
Software Engineer/Developer,NJ,Level II,"87,464.00"
Consultant,MI,Level II,"60,986.00"
Software Engineer/Developer,WA,Level III,"120,307.00"
Software Engineer/Developer,CA,Level II,"119,101.00"
Technical Lead,FL,Level II,"65,832.00"
Technical Lead,CA,Level II,"94,266.00"
Analyst,NV,Level II,"70,990.00"
Analyst,CA,Level III,"110,864.00"
Assistant Professor,CA,Level I,"50,710.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Technical Lead,CA,Level IV,"174,117.00"
Software Engineer/Developer,AR,Level II,"76,523.00"
Software Engineer/Developer,DC,Level II,"93,933.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Manager,AZ,Level III,"97,968.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Analyst,OH,Level II,"81,182.00"
Software Engineer/Developer,VA,Level II,"78,728.00"
Analyst,NC,Level II,"76,378.00"
Software Engineer/Developer,TX,Level III,"105,435.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level IV,"138,778.00"
Software Engineer/Developer,MO,Level III,"100,880.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,VA,Level II,"84,282.00"
Software Engineer/Developer,CA,Level IV,"157,706.00"
Analyst,OH,Level II,"81,182.00"
Technical Lead,GA,Level II,"70,658.00"
Architect,TX,Level II,"94,806.00"
Architect,TX,Level II,"93,538.00"
Project Manager,NJ,Level III,"117,582.00"
Software Engineer/Developer,NJ,Level I,"62,421.00"
Analyst,MN,Level II,"63,814.00"
Postdoctoral Fellow,ID,Level I,"38,210.00"
Software Engineer/Developer,NJ,Level IV,"132,766.00"
Technical Lead,CA,Level II,"119,101.00"
Project Manager,CA,Level II,"167,523.00"
Software Engineer/Developer,MA,Level II,"101,005.00"
Analyst,NY,Level II,"80,517.00"
Software Engineer/Developer,NJ,Level II,"93,746.00"
Consultant,NY,Level I,"75,130.00"
Postdoctoral Fellow,AL,Level I,"42,328.00"
Analyst,NJ,Level I,"84,300.00"
Software Engineer/Developer,NY,Level IV,"138,861.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Software Engineer/Developer,CA,Level IV,"164,674.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Manager,CO,Level II,"70,512.00"
Software Engineer/Developer,MI,Level II,"57,096.00"
Software Engineer/Developer,IL,Level II,"68,266.00"
Analyst,CA,Level III,"96,491.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Technical Lead,CA,Level II,"103,106.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,CA,Level III,"141,898.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level I,"64,501.00"
Software Engineer/Developer,CA,Level IV,"164,674.00"
Technical Lead,CA,Level II,"121,077.00"
Consultant,TX,Level III,"96,470.00"
Research Associate,TX,Level II,"71,656.00"
Architect,GA,Level III,"90,418.00"
Analyst,GA,Level III,"71,885.00"
Project Manager,MD,Level II,"113,027.00"
Research Associate,TX,Level II,"30,035.00"
Project Manager,NY,Level II,"125,528.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Project Manager,CO,Level III,"130,354.00"
Software Engineer/Developer,MI,Level II,"78,478.00"
Software Engineer/Developer,TX,Level II,"80,974.00"
Consultant,WI,Level II,"67,538.00"
Consultant,OH,Level II,"74,755.00"
Consultant,TX,Level II,"75,587.00"
Consultant,CO,Level II,"81,162.00"
Postdoctoral Fellow,CA,Level I,"43,742.00"
Consultant,AZ,Level III,"89,523.00"
Postdoctoral Fellow,MD,Level I,"48,339.00"
Consultant,TX,Level II,"93,538.00"
Software Engineer/Developer,MO,Level II,"85,925.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Software Engineer/Developer,TN,Level III,"79,934.00"
Project Manager,IL,Level IV,"115,440.00"
Software Engineer/Developer,UT,Level II,"80,330.00"
Software Engineer/Developer,MA,Level II,"97,178.00"
Software Engineer/Developer,MO,Level II,"76,000.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Postdoctoral Fellow,OH,Level I,"38,646.00"
Assistant Professor,AL,Level III,"95,647.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Postdoctoral Fellow,OH,Level I,"37,648.00"
Assistant Professor,CA,Level I,"61,790.00"
Software Engineer/Developer,AR,Level II,"73,091.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,NY,Level II,"70,346.00"
Assistant Professor,TX,Level I,"67,750.00"
Accountant,MI,Level II,"62,816.00"
Technical Lead,PA,Level II,"87,610.00"
Analyst,NY,Level II,"93,642.00"
Assistant Professor,NY,Level I,"73,210.00"
Consultant,NY,Level III,"113,776.00"
Software Engineer/Developer,TX,Level II,"89,461.00"
Software Engineer/Developer,CO,Level II,"84,178.00"
Associate,NJ,Level I,"51,064.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Analyst,NY,Level II,"93,642.00"
Software Engineer/Developer,WA,Level I,"64,501.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Analyst,DC,Level II,"88,837.00"
Software Engineer/Developer,NC,Level II,"85,426.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,TX,Level I,"77,189.00"
Software Engineer/Developer,TX,Level II,"100,235.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Associate,CA,Level I,"61,006.00"
Analyst,NJ,Level II,"74,443.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,CO,Level III,"104,666.00"
Software Engineer/Developer,IL,Level IV,"112,403.00"
Software Engineer/Developer,MI,Level II,"80,704.00"
Software Engineer/Developer,WA,Level II,"101,837.00"
Software Engineer/Developer,FL,Level III,"91,645.00"
Software Engineer/Developer,TX,Level II,"88,483.00"
Software Engineer/Developer,MO,Level II,"51,646.00"
Architect,MI,Level II,"61,048.00"
Software Engineer/Developer,CA,Level II,"65,603.00"
Project Manager,NJ,Level I,"64,896.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Assistant Professor,CA,Level I,"60,340.00"
Software Engineer/Developer,CA,Level II,"87,152.00"
Consultant,CA,Level II,"89,898.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Project Manager,NJ,Level II,"95,618.00"
Architect,TX,Level IV,"126,235.00"
Software Engineer/Developer,TX,Level IV,"122,366.00"
Research Associate,MA,Level I,"50,627.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Software Engineer/Developer,NY,Level III,"83,429.00"
Technical Lead,NY,Level II,"96,366.00"
Technical Lead,TX,Level II,"91,915.00"
Physical Therapist,CA,Level III,"214,906.00"
Software Engineer/Developer,WA,Level I,"83,366.00"
Consultant,UT,Level II,"84,000.00"
Software Engineer/Developer,WA,Level I,"83,366.00"
Software Engineer/Developer,CA,Level III,"158,163.00"
Technical Lead,OR,Level II,"84,000.00"
Software Engineer/Developer,CA,Level IV,"174,117.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Architect,NY,Level IV,"122,408.00"
Technical Lead,CA,Level III,"138,091.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Manager,CA,Level II,"167,523.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Analyst,MI,Level II,"63,461.00"
Physical Therapist,GA,Level III,"50,232.00"
Associate,NY,Level II,"96,366.00"
Research Associate,TX,Level IV,"108,867.00"
