JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
PRINCIPAL SOFTWARE ENGINEER,WA,Level IV,"154,315.00"
TECHNOLOGY ARCHITECT - US - PROFESSIONAL,FL,Level III,"83,034.00"
RESEARCHER,WA,Level III,"144,518.00"
SENIOR DESIGNER UX,WA,Level III,"130,437.00"
CONSULTANT,MA,Level II,"71,614.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
"SOFTWARE DEVELOPER, APPLICATIONS",VA,Level II,"93,933.00"
MACHINE LEARNING SCIENTIST,WA,Level I,"95,160.00"
RESEARCH SCIENTIST II,WA,Level II,"81,266.00"
CONSULTANT LEVEL 3,TX,Level III,"96,470.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
ACCOUNTANTS AND AUDITORS,NC,Level III,"79,602.00"
LEAD ENGINEER,MN,Level II,"63,814.00"
MANAGER,TX,Level I,"66,872.00"
TECHNICAL SUPPORT ENGINEER,CA,Level IV,"139,277.00"
RESEARCH ASSOCIATE I,WI,Level I,"42,328.00"
BIOLOGICAL SCIENTIST I,FL,Level II,"48,568.00"
SENIOR MANAGER JC45,WI,Level IV,"99,798.00"
SYSTEM ANALYST JC65,AZ,Level II,"73,258.00"
SENIOR SYSTEMS ANALYST JC60,CA,Level II,"76,773.00"
SENIOR SYSTEMS ANALYST JC60,CA,Level II,"76,773.00"
SENIOR SYSTEMS ANALYST JC60,NJ,Level II,"93,642.00"
SYSTEM ANALYST JC65,GA,Level II,"73,944.00"
SENIOR SYSTEMS ANALYST JC60,NJ,Level II,"93,642.00"
SYSTEMS ANALYST JC65,GA,Level I,"57,470.00"
SENIOR SYSTEMS ANALYST JC60,TX,Level II,"80,850.00"
MANAGER JC50,TX,Level III,"97,864.00"
MANAGER JC50,AZ,Level III,"89,523.00"
SYSTEMS ANALYST JC65,NJ,Level I,"72,509.00"
SENIOR SYSTEMS ANALYST JC60,MI,Level II,"73,195.00"
MANAGER JC50,AZ,Level III,"89,523.00"
SENIOR SYSTEMS ANALYST JC60,FL,Level II,"65,000.00"
SENIOR SYSTEMS ANALYST JC60,NJ,Level II,"93,642.00"
MANAGER JC50,OH,Level III,"88,941.00"
SENIOR SYSTEMS ANALYST JC60,OH,Level II,"74,755.00"
MANAGER JC50,CA,Level III,"111,946.00"
SYSTEM ANALYST JC65,IL,Level II,"76,502.00"
MANAGER JC50,IL,Level III,"91,416.00"
SOFTWARE ENGINEER 3,CA,Level III,"132,184.00"
MANAGER JC50,NC,Level III,"92,955.00"
MANAGER JC50,NC,Level III,"85,758.00"
MANAGER JC50,NJ,Level III,"114,754.00"
MANAGER JC50,NJ,Level III,"95,618.00"
MANAGER JC50,TX,Level III,"97,864.00"
ASSOCIATE DIRECTOR JC40,GA,Level IV,"106,870.00"
ASSOCIATE DIRECTOR JC40,GA,Level IV,"106,870.00"
MANAGER JC50,FL,Level III,"80,662.00"
SENIOR SYSTEMS ANALYST JC60,TX,Level II,"81,598.00"
SENIOR SYSTEMS ANALYST JC60,VT,Level II,"61,651.00"
SENIOR SYSTEMS ANALYST JC60,AZ,Level II,"73,258.00"
SENIOR SYSTEMS ANALYST JC60,NC,Level II,"78,562.00"
SENIOR SYSTEMS ANALYST JC60,MN,Level II,"77,542.00"
SYSTEM ANALYST JC65,NC,Level II,"78,978.00"
MANAGER JC50,CT,Level III,"94,390.00"
CONSULTANT,DC,Level I,"70,034.00"
SENIOR SYSTEMS ANALYST JC60,WI,Level II,"67,538.00"
SENIOR SYSTEMS ANALYST JC60,NC,Level II,"78,562.00"
SYSTEM ANALYST JC65,IL,Level II,"76,502.00"
SENIOR SYSTEMS ANALYST JC60,CA,Level II,"76,773.00"
SYSTEM ANALYST JC65,CT,Level II,"82,909.00"
MANAGER JC50,IA,Level III,"89,461.00"
SENIOR MANAGER JC45,GA,Level IV,"106,870.00"
SENIOR SOFTWARE ENGINEER,MD,Level IV,"136,677.00"
SENIOR MANAGER JC45,VA,Level IV,"113,173.00"
SENIOR SYSTEMS ANALYST JC60,IL,Level II,"75,837.00"
ACTUARIAL ANALYST,MA,Level I,"71,864.00"
SAP TREASURY AND RISK MANAGEMENT ANALYST,TX,Level IV,"120,702.00"
IT DEVELOPER,CA,Level IV,"139,277.00"
IT DEVELOPER,CA,Level IV,"139,277.00"
PRINCIPAL ENGINEER,CT,Level IV,"123,677.00"
SENIOR SOFTWARE ARCHITECT,OR,Level IV,"124,280.00"
APPLICATIONS CONSULTANT 2,MI,Level II,"78,125.00"
UAT TESTER,VA,Level II,"93,933.00"
.NET DEVELOPER,GA,Level II,"84,240.00"
SAP DATA ANALYST,IL,Level II,"76,253.00"
TEST AUTOMATION DEVELOPER,IL,Level II,"89,648.00"
SENIOR SOFTWARE DEVELOPER,PA,Level III,"81,245.00"
ANALYST,NJ,Level II,"93,642.00"
ANALYST,NJ,Level II,"93,642.00"
SERVICE ENGINEER,WA,Level II,"84,781.00"
SENIOR CONSULTANT,TX,Level II,"62,171.00"
CONSTRUCTION MANAGER,CO,Level II,"72,675.00"
PROGRAMMER ANALYST,ID,Level III,"84,781.00"
ANALYST,TX,Level I,"77,189.00"
SOFTWARE ENGINEER,GA,Level II,"84,240.00"
SPECIALIST MASTER,TX,Level III,"113,714.00"
SOLUTION SPECIALIST,FL,Level I,"61,922.00"
MATH TEACHER,NY,Level I,"57,680.00"
SOFTWARE PROGRAMMER II,CA,Level II,"77,002.00"
UAT TESTER / AUTOMATION,VA,Level II,"93,933.00"
SENIOR CONSULTANT,WI,Level II,"63,315.00"
SENIOR CONSULTANT,CA,Level II,"83,408.00"
PROGRAMMER ANALYST,GA,Level II,"84,240.00"
CONSULTANT,IL,Level I,"65,166.00"
MANAGER,NJ,Level III,"118,955.00"
QUALITY ASSURANCE ENGINEER,CA,Level III,"130,333.00"
ANALYST,NY,Level I,"61,360.00"
ASSISTANT PROFESSOR,MS,Level I,"58,300.00"
AEROSPACE AUTOMATION ENGINEER,SC,Level I,"78,083.00"
SOFTWARE AUTOMATION ENGINEER - SENIOR,FL,Level III,"90,875.00"
WEB APPLICATION DEVELOPER,TX,Level I,"77,189.00"
ASSISTANT PROFESSOR,FL,Level I,"66,150.00"
SR. BUSINESS ANALYST,CA,Level III,"96,491.00"
SENIOR PROJECT MANAGER - US,WA,Level IV,"115,586.00"
PRINCIPAL CONSULTANT - INFRASTRUCTURE MANAGEMENT - US,IN,Level IV,"92,456.00"
SENIOR SOFTWARE DEVELOPER,NJ,Level III,"90,605.00"
TEST ENGINEER,FL,Level I,"42,266.00"
PROJECT MANAGER,TX,Level II,"80,974.00"
TECHNICAL LEAD,FL,Level II,"54,517.00"
SYSTEMS ANALYST,TX,Level II,"80,850.00"
ODI DEVELOPER,AZ,Level II,"81,266.00"
SOFTWARE ENGINEER,CA,Level II,"109,242.00"
IT DEVELOPER,MN,Level III,"94,058.00"
SPECIALIST SENIOR,WI,Level II,"78,603.00"
SYSTEMS ANALYST,MN,Level II,"77,542.00"
TECHNICAL BUSINESS ANALYST,TX,Level III,"74,360.00"
SOFTWARE ENGINEER,DC,Level III,"114,982.00"
SOFTWARE ENGINEER,AZ,Level II,"81,266.00"
PROGRAMMER ANALYST,CA,Level II,"97,760.00"
APPLICATION ARCHITECT,NJ,Level II,"96,366.00"
UI ANGULAR DEVELOPER,MO,Level II,"85,925.00"
"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",IL,Level III,"101,962.00"
PROGRAMMER ANALYST,CA,Level II,"97,760.00"
SENIOR DEVELOPER,CA,Level II,"83,720.00"
COMMUNITY RISK ANALYST,TX,Level III,"72,821.00"
PRINCIPAL ENGINEER,CA,Level IV,"164,674.00"
"SOFTWARE DEVELOPER, APPLICATIONS",IN,Level II,"63,149.00"
PROJECT MANAGER,NJ,Level II,"78,874.00"
SENIOR CONSULTANT,NJ,Level II,"99,819.00"
DESIGN ENGINEER,CT,Level II,"59,155.00"
QA ENGINEER,TX,Level I,"77,189.00"
RESEARCH FELLOW,NY,Level I,"46,654.00"
DATA ENGINEERING LEAD,NY,Level IV,"144,518.00"
CONSULTANT,CT,Level I,"71,386.00"
SERVICE ENGINEER,IL,Level I,"62,150.00"
SENIOR CONSULTANT,TX,Level III,"105,435.00"
SR. DEVELOPER,TX,Level III,"109,886.00"
SOFTWARE DEVELOPER,NY,Level II,"96,366.00"
INTERNAL MEDICINE PHYSICIAN,NY,Level II,"67,974.00"
SQL DEVELOPER,NY,Level II,"96,366.00"
SENIOR SYSTEMS ANALYST JC60,PA,Level II,"81,286.00"
SENIOR ASSOCIATE JC60 - MANAGEMENT ANALYSTS,NC,Level II,"76,294.00"
SYSTEMS ANALYST JC65,MA,Level I,"66,726.00"
SENIOR SYSTEMS ANALYST JC60,MA,Level II,"80,683.00"
SOFTWARE DEVELOPER ( TESTING DATA WAREHOUSES),MI,Level IV,"87,818.00"
ASSOCIATE,TX,Level II,"93,538.00"
PROJECT ENGINEER - GAS PROCESSING,TX,Level IV,"134,534.00"
SYSTEMS ENGINEER,MI,Level II,"61,048.00"
SENIOR FINANCIAL BUSINESS ANALYST,WA,Level III,"94,827.00"
MANAGEMENT ANALYST,OH,Level III,"87,360.00"
MARKETPLACE ANALYST,CA,Level IV,"142,501.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
QLIK DEVELOPER,CA,Level II,"121,077.00"
RESEARCH SCIENTIST I,WI,Level I,"42,328.00"
ASSOCIATE DIRECTOR JC40 - SOFTWARE DEV APPLICATIONS,CO,Level IV,"119,558.00"
SOFTWARE DEVELOPER,IL,Level II,"80,912.00"
SOFTWARE DEVELOPER,GA,Level II,"84,240.00"
"MTS 2, SOFTWARE ENGINEER",CA,Level IV,"155,106.00"
IT ANALYST,NH,Level II,"74,776.66"
ASP.NET CONSULTANT,NC,Level II,"88,670.00"
MIDDLEWARE ADMIN/JBOSS ADMIN,MA,Level II,"84,698.00"
COMPUTER SYSTEMS ENGINEER,OR,Level II,"68,390.00"
SOFTWARE DEVELOPER,GA,Level II,"84,240.00"
COMPUTER SYSTEMS ANALYST,CA,Level II,"96,762.00"
APPLICATION ARCHITECT 3,DE,Level III,"102,170.00"
SOFTWARE ENGINEER 3,CA,Level III,"132,184.00"
PHYSICIAN/PEDIATRICIAN,NY,Level II,"140,525.00"
FULL STACK JAVA /JS DEVELOPER,MD,Level II,"80,704.00"
PHYSICIAN/PEDIATRICIAN,NY,Level II,"140,525.00"
SENIOR ADVANCED ANALYTICS MANAGER,CA,Level III,"165,714.00"
STAFF ACCOUNTANT,TX,Level I,"52,000.00"
APPLICATIONS CONSULTANT 3,FL,Level III,"91,645.00"
SOFTWARE DEVELOPER,CT,Level II,"93,600.00"
ACCOUNTANT,TX,Level II,"50,794.00"
BIG DATA DEVELOPER,GA,Level III,"104,790.00"
IT PROJECT MANAGER 4,NJ,Level IV,"123,843.00"
QUALITY ASSURANCE ENGINEER,TX,Level II,"73,445.00"
SYSTEMS ANALYST,NC,Level I,"64,189.00"
SOFTWARE DEVELOPER,CA,Level II,"109,242.00"
SENIOR DEVELOPER,NJ,Level III,"117,624.00"
PRODUCTION SUPPORT SPECIALIST/LEAD,NY,Level III,"86,819.00"
PROGRAMMER ANALYST - II,OR,Level II,"70,262.00"
TECHNICAL LEAD,TX,Level II,"78,624.00"
TECHNOLOGY ARCHITECT - US,WI,Level III,"71,698.00"
SOFTWARE TEST ENGINEER,TX,Level II,"73,445.00"
ANALYST,NY,Level I,"74,797.00"
PHYSICAL THERAPIST,MI,Level I,"72,862.00"
PHARMACIST-IN-CHARGE,CT,Level II,"121,139.00"
SOFTWARE DEVELOPER,TX,Level II,"91,915.00"
PERFORMANCE ENGINEER,CA,Level II,"63,232.00"
SENIOR CLINICAL PHARMACOKINETICIST I,IL,Level I,"85,862.00"
RESEARCH FELLOW,MA,Level I,"50,627.00"
SOFTWARE DEVELOPERS,MA,Level II,"84,698.00"
"MANAGER, CORPORATE DEVELOPMENT",CA,Level III,"121,784.00"
"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",IL,Level III,"101,962.00"
PEGA CONSULTANT,CA,Level II,"85,883.00"
SERVICE OBSERVER,AZ,Level I,"50,794.00"
PRINCIPAL IT TECHNOLOGIST,MN,Level IV,"108,763.00"
SENIOR ACCOUNTANT,NY,Level II,"79,934.00"
SOFTWARE DEVELOPER,TX,Level II,"88,483.00"
DEPUTY HEAD OF SECONDARY,TX,Level III,"90,907.00"
TEST CONSULTANT 2,IL,Level II,"77,189.00"
DATA ANALYST 3,NY,Level III,"97,843.00"
INFOTAINMENT VALIDATION ENGINEER,MI,Level II,"80,704.00"
AUTOMATION ENGINEER,CA,Level II,"109,242.00"
SENIOR ACCOUNTING ASSOCIATE,MD,Level II,"70,678.00"
SENIOR SYSTEMS ANALYST JC60,MA,Level II,"80,683.00"
SENIOR SYSTEMS ANALYST JC60,TX,Level II,"77,064.00"
MANAGER JC50,PA,Level III,"98,654.00"
MANAGER JC50,CT,Level III,"94,390.00"
MANAGER JC50,PA,Level III,"99,154.00"
MANAGER JC50,NC,Level III,"94,203.00"
SENIOR PROGRAMMER ANALYST,CA,Level III,"122,387.00"
DEVELOPER ANALYST II EMERGING,TX,Level III,"105,435.00"
SR. JAVA DEVELOPER,TX,Level III,"105,435.00"
CLOUD INFRASTRUCTURE ARCHITECT,IL,Level III,"106,517.00"
PROGRAMMER ANALYST,MN,Level II,"78,166.00"
SENIOR SAP FUNCTIONAL CONSULTANT,TX,Level II,"85,467.00"
PROGRAMMER/ANALYST,MO,Level II,"71,573.00"
FEA DEVELOPMENT ENGINEER,MI,Level II,"78,478.00"
BUSINESS STRATEGY MANAGER,PA,Level IV,"114,754.00"
PRINCIPAL ENGINEER,NC,Level II,"92,019.00"
BUSINESS STRATEGY MANAGER,PA,Level IV,"108,680.00"
SOFTWARE DEVELOPER,NY,Level III,"117,624.00"
SENIOR DEVELOPER,NJ,Level IV,"132,766.00"
PHYSICAL THERAPIST,IN,Level III,"85,093.00"
SENIOR SOFTWARE DEVELOPER,NC,Level III,"105,893.00"
CUSTOMER ENGINEER,OR,Level III,"69,597.00"
COMPUTER PROGRAMMER ANALYST II,CO,Level II,"78,915.00"
MEMBER TECHNICAL STAFF CONSULTANT-SYSTEMS ENGINEERING,CA,Level III,"116,376.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
MEDICAL RESEARCH SPECIALIST,LA,Level II,"39,416.00"
PERFORMANCE TEST ENGINEER,IL,Level II,"74,901.00"
CONSULTANT,GA,Level I,"63,710.00"
SYSTEMS ENGINEER,CA,Level IV,"142,501.00"
CURAM DEVELOPER,NY,Level III,"117,624.00"
SPECIALIST SENIOR,NJ,Level II,"99,819.00"
SENIOR SOFTWARE ENGINEER,PA,Level II,"90,646.00"
SOFTWARE ENGINEER,FL,Level III,"87,693.00"
SENIOR DELIVERY MANAGER (15-1199.09),NY,Level III,"97,843.00"
HUMAN RESOURCES,NY,Level I,"48,173.00"
PERFORMANCE TEST ENGINEER,NY,Level II,"79,664.00"
"SOFTWARE ENGINEER 3, QUALITY",CA,Level III,"132,184.00"
PROGRAMMER ANALYST / JAVA DEVELOPER,IA,Level II,"68,286.00"
POST DOCTORAL ASSOCIATE,MA,Level I,"42,120.00"
PROJECT DELIVERY SPECIALIST,CA,Level II,"103,064.00"
COMPUTER SYSTEMS ANALYST,MD,Level II,"81,702.00"
COMPUTER PROGRAMMER,IL,Level II,"68,266.00"
AUTONOMY ENGINEER,PA,Level II,"72,779.00"
WEB SYSTEMS ENGINEER,MA,Level II,"94,390.00"
PERFORMANCE QA ENGINEER,AZ,Level II,"63,939.00"
ASSOCIATE LEAD SOFTWARE ENGINEER,PA,Level III,"106,475.00"
SOFTWARE ENGINEER,NC,Level II,"85,426.00"
SOFTWARE ENGINEER,MI,Level IV,"112,216.00"
SENIOR QUANTITATIVE TRADING ANALYST,IL,Level III,"86,923.00"
SENIOR CONSULTANT,GA,Level II,"55,494.00"
JAVA DEVELOPER,NC,Level II,"83,699.00"
APPLICATIONS CONSULTANT 2,IL,Level II,"80,912.00"
SYSTEM ADMINISTRATOR 3,CA,Level III,"109,054.00"
SENIOR SOFTWARE ENGINEER,OK,Level II,"62,338.00"
SOFTWARE ENGINEER,MA,Level IV,"122,283.00"
SOFTWARE DEVELOPER,IL,Level II,"80,912.00"
SOFTWARE ENGINEERING MANAGER,OR,Level III,"138,278.00"
SOFTWARE ENGINEER,CA,Level II,"109,242.00"
APPLICATIONS CONSULTANT 4,NC,Level IV,"123,115.00"
PROGRAMMER ANALYST,IL,Level II,"75,837.00"
SR. RELATIONSHIP MARKETING STRATEGIST ADVANCED TECHNOLOGIES,IL,Level II,"76,502.00"
PHYSICIAN (CARDIOLOGIST),NC,Level IV,"291,970.00"
SENIOR WEB METHODS DEVELOPER,OH,Level II,"87,693.00"
SENIOR JAVA  DEVELOPER,KS,Level II,"105,643.00"
SR. DIRECTOR BUSINESS & COMMERCIAL STRATEGY,WA,Level II,"128,190.00"
SENIOR QUALITY ASSURANCE ENGINEER LEAD,PA,Level III,"86,362.00"
LINUX SYSTEM ADMINISTRATOR,CT,Level I,"61,568.00"
SOFTWARE ENGINEER,FL,Level II,"81,016.00"
SOFTWARE ENGINEER,CA,Level II,"107,494.00"
DATA SCIENTIST,NY,Level I,"92,394.00"
CLINICAL RESEARCH ASSOCIATE,MA,Level II,"68,786.00"
IT DEVELOPER ANALYST,NY,Level III,"103,438.00"
APPLICATION DEVELOPER SYSTEMS LEAD,WI,Level IV,"86,840.00"
COMPUTER SYSTEMS ENGINEER,MN,Level II,"78,166.00"
NETWORK AND COMPUTER SYSTEMS SPECIALIST,KY,Level III,"62,733.00"
"DIRECTOR, IT",NE,Level II,"103,626.00"
SOFTWARE DEVELOPER,FL,Level III,"90,397.00"
ORACLE BUSINESS SYSTEMS ANALYST,NY,Level IV,"92,331.00"
ASSISTANT PROFESSOR,NY,Level II,"63,502.00"
SENIOR DEVOPS ENGINEER,TX,Level II,"93,538.00"
SR. JAVA DEVELOPER,NJ,Level II,"93,746.00"
SOFTWARE DEVELOPER,TX,Level II,"91,915.00"
INTERNATIONAL RESEARCH ANALYST,CO,Level I,"56,347.00"
FULL STACK DEVELOPER,TX,Level II,"93,538.00"
SOFTWARE ENGINEER,MI,Level II,"65,125.00"
SENIOR JAVA DEVELOPER,VA,Level II,"93,933.00"
HIGH SCHOOL SPANISH TEACHER,SC,Level I,"36,460.00"
SOFTWARE DEVELOPER,OH,Level II,"87,693.00"
SOFTWARE DEVELOPER,PA,Level II,"90,646.00"
"MANAGER, CONTENT PLANNING & ANALYSIS",CA,Level III,"163,072.00"
SOFTWARE ENGINEER,MI,Level IV,"112,216.00"
SR COGNOS DEVELOPER,TX,Level III,"109,886.00"
PRINCIPAL PROGRAM MANAGER-AMAZON LOGISTICS,WA,Level III,"125,466.00"
"ASSOCIATE SCIENTIST II, MOLECULAR DISCOVERY",MA,Level II,"68,786.00"
"MTS 2, SOFTWARE ENGINEER",CA,Level IV,"155,106.00"
SENIOR SOLUTION ARCHITECT,NC,Level III,"100,963.00"
SM&E PROJECT MANAGER,OR,Level III,"98,862.00"
RESEARCH ASSISTANT PROFESSOR,DC,Level I,"43,534.00"
PR DIRECTOR,NY,Level II,"64,085.00"
APPLICATIONS DEVELOPER,MI,Level II,"65,686.00"
DATABASE ADMINISTRATOR,CA,Level II,"77,667.00"
SPLUNK ADMINISTRATOR / ENGINEER,CA,Level III,"138,091.00"
ETL DEVELOPER,AL,Level III,"87,714.00"
SOFTWARE DEVELOPER,TX,Level II,"94,806.00"
SOFTWARE DEVELOPER,CO,Level III,"96,762.00"
BPM LEAD BUSINESS ARCHITECT,OH,Level III,"91,936.00"
ORACLE DATABASE ADMINISTRATOR,MA,Level II,"74,776.00"
SOFTWARE ENGINEER,RI,Level II,"78,624.00"
SR. PROGRAMMER/ANALYST,PA,Level IV,"104,707.00"
SOFTWARE DEVELOPER,TX,Level II,"93,538.00"
CONSULTANT,CA,Level I,"77,522.00"
SYSTEMS ANALYSTS,NJ,Level II,"80,850.00"
SENIOR DATA ANALYST,CA,Level III,"90,709.00"
TECHNICAL LEAD,TX,Level II,"88,483.00"
JAVA DEVELOPER,GA,Level II,"84,240.00"
SOFTWARE ENGINEER,OR,Level II,"90,480.00"
"SOFTWARE DEVELOPERS, APPLICATIONS",IL,Level III,"96,658.00"
STAFF ENGINEER,CA,Level II,"108,451.00"
SOFTWARE DEVELOPMENT SENIOR ANALYST,CA,Level III,"125,112.00"
SR.NET DEVELOPER,OH,Level II,"87,693.00"
SOFTWARE DEVELOPER,CA,Level II,"109,242.00"
BIGDATA ENGINEER,GA,Level II,"84,240.00"
PRODUCT MARKETING ENGINEER,CA,Level II,"101,774.00"
SR ETL APPLICATION DEVELOPER,NC,Level II,"83,699.00"
CONTROLS ENGINEER,TX,Level II,"85,509.00"
LEAD ANALYST II,IL,Level III,"89,336.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"157,706.00"
JAVA DEVELOPER,GA,Level II,"84,240.00"
SYSTEMS ANALYST,GA,Level II,"73,944.00"
MANAGING DIRECTOR,IA,Level IV,"80,350.00"
PROJECT MANAGER,NY,Level II,"50,731.00"
"ASSOCIATE DIRECTOR, REGULATORY OPERATIONS",NJ,Level IV,"128,856.00"
QUALITY ASSURANCE ENGINEER DSX.CLIENT PC CHANNEL 15.1199.01,MA,Level III,"94,931.00"
ASSISTANT PROFESSOR,NH,Level II,"84,950.00"
SENIOR ASSOCIATE - INVESTMENTS,CA,Level IV,"125,466.00"
SOLUTION ARCHITECT,RI,Level IV,"97,635.00"
SOFTWARE ENGINEER 1615.3864,CA,Level II,"109,242.00"
SENIOR CONSULTANT,NJ,Level II,"96,366.00"
RESEARCH ASSISTANT PROFESSOR,OH,Level III,"53,269.00"
SAP ORACLE DATABASE ADMINISTRATOR,NY,Level III,"102,856.00"
MAINFRAME DEVELOPER,NC,Level II,"77,730.00"
ASSOCIATE SCIENTIST,DC,Level I,"41,226.00"
SENIOR PRINCIPAL SOFTWARE ENGINEER - IT,TX,Level IV,"122,366.00"
"SENIOR CONSULTANT, TC-CORE",TX,Level II,"81,182.00"
TECHNOLOGY ARCHITECT - US - PRACTITIONER,OH,Level III,"82,118.00"
SENIOR MECHANICAL ANALYSIS ENGINEER,CA,Level IV,"119,787.00"
SR. CLINICAL PHYSICIST,MD,Level II,"82,618.00"
PURCHASING AGENT,CO,Level II,"55,682.00"
ASSOCIATE,NY,Level I,"76,419.00"
ASSOCIATE SOFTWARE ARCHITECT,AR,Level II,"76,523.00"
SOFTWARE DEVELOPER,OH,Level III,"91,936.00"
ASSOCIATE DIRECTOR,NY,Level I,"116,854.00"
SOFTWARE ENGINEER,CA,Level II,"109,242.00"
"VICE PRESIDENT STRATEGY, AMERICAS COMMERCIAL",NV,Level III,"230,963.00"
PROFESSIONAL SERVICES BUSINESS ANALYST,TX,Level II,"72,987.00"
PEDIATRIC CRITICAL CARE AND SLEEP PHYSICIAN,MO,Level IV,"222,269.00"
PROGRAMMER ANALYST II (BIOINFORMATICS),NJ,Level III,"89,086.00"
SR.  SOFTWARE DEVELOPER,NC,Level III,"105,893.00"
ASSISTANT TEACHING PROFESSOR [12110.75],MT,Level II,"55,097.00"
SOFTWARE ENGINEER 1615.24301,CA,Level II,"121,077.00"
DATA SCIENTIST,TX,Level IV,"106,413.00"
ENTERPRISE RESOURCE PLANNING ADVISOR,TX,Level III,"97,864.00"
CLIENT SERVICES-BUSINESS SYSTEMS ANALYST,NY,Level II,"64,750.00"
"VICE PRESIDENT, APPLICATION DEVELOPER LEAD",NY,Level IV,"138,861.00"
SOFTWARE ENGINEER,NY,Level IV,"138,861.00"
PROJECT MANAGER - US,TX,Level III,"97,864.00"
LEAD CONSULTANT - US - PRACTITIONER,TX,Level III,"97,864.00"
PROJECT MANAGER - US,FL,Level III,"80,662.00"
SENIOR SOFTWARE ENGINEER,MO,Level III,"100,880.00"
COMPUTER SYSTEMS ENGINEER / ARCHITECT,CT,Level II,"90,459.00"
COMPUTER PROGRAMMER,NJ,Level II,"71,573.00"
SENIOR CONSULTANT,NY,Level II,"83,866.00"
SR. COMPUTATIONAL BIOLOGIST I,NY,Level III,"59,322.00"
CONSULTANT,MI,Level I,"64,958.00"
SOFTWARE DEVELOPMENT SENIOR ENGINEER,CA,Level III,"141,898.00"
"PRODUCT MANAGER, SENIOR",MA,Level IV,"113,589.00"
GAME DEVELOPER,CA,Level II,"63,232.00"
FULL STACK SOFTWARE ENGINEER,MA,Level II,"84,698.00"
CONTROLS ENGINEER,MI,Level II,"79,726.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"157,706.00"
SERVICENOW DEVELOPER / ARCHITECT,OH,Level II,"87,693.00"
BUSINESS ANALYST,MI,Level II,"77,480.00"
COMPUTER PROGRAMMER,VA,Level II,"81,640.00"
JAVA PROGRAMMER,CA,Level II,"85,883.00"
SAP CONSULTANT,PA,Level II,"82,451.00"
TECHNOLOGY LEAD - US,NJ,Level II,"93,642.00"
SOLUTIONS ARCHITECT,TX,Level II,"80,974.00"
SOFTWARE TEST ENGINEER,MO,Level II,"69,368.00"
TECHNOLOGY LEAD - US - PRACTITIONER,AZ,Level II,"73,258.00"
COMPUTER SYSTEMS ANALYST,TX,Level II,"80,850.00"
SYSTEMS ANALYST,SC,Level II,"71,739.00"
QUALITY ASSURANCE ANALYST (QA ANALYST),MN,Level II,"63,814.00"
MANAGER,TX,Level III,"110,032.00"
ANALYST,MD,Level I,"52,707.00"
SYSTEM ARCHITECT,MI,Level II,"68,120.00"
MANAGING CONSULTANT,DC,Level IV,"123,427.00"
PARTNER ENGINEER,CA,Level III,"123,261.00"
MANAGER QA,NY,Level III,"117,624.00"
IT PROJECT MANAGER,MN,Level III,"79,102.00"
SOFTWARE DEVELOPER,TX,Level II,"91,915.00"
DEVELOPER USER INTERFACE,TX,Level II,"64,334.00"
SENIOR QA ANALYST,DC,Level II,"93,933.00"
ASSISTANT VICE PRESIDENT,NY,Level III,"117,624.00"
SYSTEMS ENGINEER II,CA,Level IV,"118,851.00"
SAP SD ANALYST,AL,Level IV,"102,482.00"
CONSULTANT,NJ,Level IV,"120,182.00"
PEOPLESOFT REPORT DEVELOPER,NJ,Level III,"117,624.00"
PSYCHIATRIST,OH,Level III,"229,840.00"
SOFTWARE DEVELOPER,MI,Level II,"80,704.00"
SYSTEM ENGINEER,WV,Level III,"75,691.00"
SR. JAVA DEVELOPER,OH,Level II,"87,693.00"
HEMATOLOGY/ONCOLOGY PHYSICIAN,OH,Level I,"208,000.00"
ASSISTANT RESEARCHER,AZ,Level II,"29,141.00"
SYSTEMS ANALYST,TX,Level II,"77,064.00"
PROJECT MANAGER,MI,Level IV,"83,117.00"
SENIOR JAVA DEVELOPER,VA,Level III,"114,982.00"
RESEARCH TECHNICIAN,PA,Level I,"28,558.00"
SR. ETL DEVELOPER/SR. SOFTWARE DEVELOPER,VA,Level II,"93,933.00"
PROGRAMMER ANALYST,WA,Level II,"90,522.00"
SOFTWARE DEVELOPER APPLICATIONS,OH,Level II,"87,693.00"
PROGRAMMER ANALYST,NC,Level II,"78,978.00"
MICROSTRATEGY DEVELOPER,MO,Level II,"85,925.00"
ASSOCIATE SENIOR SOFTWARE ENGINEER,MO,Level I,"61,256.00"
SENIOR BUSINESS ANALYST,WA,Level III,"99,882.00"
QA TESTER,MD,Level II,"93,059.00"
